run,apogee_m,impact_x_m,impact_y_m,wind_scale,thrust_scale,dry_mass_scale,aero_scale,sensor_bias_scale,impact_valid
711,114231,2119.56,159.898,1.00148,0.997214,1.003,1.02748,1.03657,1
712,119039,1647.68,125.305,0.762006,1.01207,0.997721,1.03737,0.843834,1
713,118037,1567.84,119.13,0.719893,0.99654,0.982058,1.03289,0.875091,1
714,108065,2063.92,155.509,1.00609,0.981251,1.01375,1.02574,0.9956,1
715,125830,1946.26,138.681,0.87104,1.01722,0.982566,0.965508,1.095,1
716,120169,2245.98,160.871,1.02994,1.00302,0.989467,0.970362,1.23169,1
717,125659,2877.64,218.348,1.29267,1.02895,0.989035,1.03568,1.02506,1
718,112974,2083.7,149.344,0.990028,0.986348,1.00258,0.970865,1.02695,1
719,115583,2520.46,188.453,1.17495,0.991935,0.99047,1.01561,1.09207,1
720,118562,2043.85,151.811,0.9418,1.00115,0.989222,1.00907,0.939056,1
721,113721,1144.94,85.6628,0.544384,0.998799,1.00908,1.01908,0.60831,1
722,110879,1625.27,120.246,0.779868,0.984606,1.00622,1.00504,1.0142,1
723,130233,2645.86,193.529,1.16891,1.03804,0.985869,0.995795,0.431522,1
724,125289,2928.6,203.033,1.34046,1.03492,1.01194,0.942378,0.825617,1
725,116091,2048.61,151.443,0.959175,0.99894,0.999139,1.00482,1.06404,1
726,115092,2770.26,201.346,1.2948,0.987128,0.990798,0.984503,1.12493,1
727,118274,1713.03,127.073,0.787075,0.995669,0.983513,1.00639,1.10642,1
728,116908,2146.13,153.304,0.999047,0.994325,0.994086,0.967188,0.731947,1
729,117155,1538.43,115.901,0.718923,1.00769,1.00263,1.02693,0.993743,1
730,108926,2773.94,192.259,1.33315,0.962369,0.995656,0.933473,1.05208,1
731,113498,1359.52,101.212,0.640448,0.98644,0.994213,1.01062,0.811529,1
732,117333,2142.24,154.792,0.997375,0.99925,0.996878,0.98007,1.12459,1
733,114673,2327.56,170.061,1.0981,0.994592,1.0022,0.992095,1.29844,1
734,118428,2426.94,173.937,1.12242,0.999252,0.992753,0.971015,0.924808,1
735,117146,2895.54,213.045,1.35332,1.00452,1.0021,1.00072,0.890266,1
736,109647,1836.41,133.568,0.877469,0.968189,0.992727,0.983522,1.34195,1
737,116960,2179.56,158.173,1.01159,0.993625,0.990526,0.983401,0.603481,1
738,112806,2425.08,177.029,1.15342,0.988597,1.00373,0.990737,0.907502,1
739,112890,1770.12,128.325,0.84579,0.993228,1.01067,0.984478,1.35366,1
740,120816,2031.44,149.78,0.940734,1.02269,1.00801,1.0054,1.04328,1
741,117084,1427.92,107.053,0.669811,1.0106,1.00765,1.0224,1.09055,1
742,117440,2201.49,161.498,1.02617,1.00341,0.999626,0.997001,1.07995,1
743,122816,2662.8,215.423,1.2337,1.05265,1.02269,1.11769,0.966176,1
744,117279,2022.46,151.343,0.934134,0.995033,0.986137,1.01626,0.895111,1
745,119931,2167.88,159.427,0.996925,1.00788,0.993085,0.999365,0.75156,1
746,122857,2259.31,164.925,1.02578,1.01465,0.989289,0.991634,0.990303,1
747,107076,2119.85,162.107,1.03781,0.979825,1.01477,1.04239,0.992392,1
748,120112,2290.53,163.729,1.06328,1.01574,1.0069,0.97144,0.800668,1
749,118429,1659.4,122.821,0.76693,1.00288,0.992719,1.00576,1.28767,1
750,116333,1483.1,108.765,0.697928,1.0052,1.00758,0.997684,1.19701,1
751,115012,1429.13,104.413,0.678338,1.00378,1.0129,0.994082,0.849799,1
752,118238,1658.89,119.43,0.764491,0.994566,0.986758,0.974548,1.03672,1
753,119145,2129.19,160.852,0.989901,1.01777,1.00582,1.03153,1.23731,1
754,115485,2165.99,161.744,1.02252,1.0046,1.00822,1.01754,0.894139,1
755,116457,2546.65,178.124,1.19371,0.99559,1.00109,0.946372,1.00201,1
756,112109,1353.4,104.511,0.646196,0.99508,1.00727,1.05412,1.02724,1
757,110305,1990.69,155.051,0.949925,0.981449,0.99662,1.06139,1.03558,1
758,114609,2044.8,155.826,0.953969,0.987971,0.986972,1.03595,1.43376,1
759,112606,1958.44,146.063,0.935036,0.994036,1.00885,1.01513,1.07045,1
760,119850,1857.48,134.663,0.851898,1.00239,0.988361,0.98291,1.04268,1
761,122936,2541.62,184.121,1.16216,1.02208,0.999782,0.985439,1.14443,1
762,131514,2445.64,169.267,1.08414,1.0436,0.995326,0.939656,0.85097,1
763,114543,2173.12,168.166,1.02838,1.00501,1.00784,1.05777,0.992203,1
764,115957,1590.5,115.431,0.744408,0.99498,0.997303,0.984306,0.974325,1
765,115872,1945.7,151.716,0.908547,1.00195,0.99577,1.06471,0.735454,1
766,127223,2139.6,158.542,0.95721,1.03236,0.990009,1.00973,1.13507,1
767,118866,1924.63,139.998,0.902907,1.02031,1.01643,0.991468,1.08069,1
768,114406,1888.93,140.633,0.896452,1.00149,1.00997,1.01409,1.22642,1
769,125802,2198.92,158.305,0.997131,1.03319,1.00188,0.980131,0.914602,1
770,109751,1977.21,144.75,0.951483,0.977279,1.00373,0.992654,0.972874,1
771,115744,1477.4,105.813,0.701518,1.00722,1.01684,0.973667,1.32849,1
772,111657,1851.5,135.834,0.884223,0.984583,1.00343,0.995597,0.795516,1
773,114963,1734.2,130.838,0.82373,1.00868,1.01476,1.0301,0.730331,1
774,109966,2517.41,187.328,1.21043,0.980343,1.00427,1.01082,0.807936,1
775,118398,2094.34,153.859,0.969054,1.00287,0.994,0.997837,1.16992,1
776,111939,2256.63,171.915,1.07045,0.984876,0.996413,1.03645,1.0733,1
777,125508,1861.25,136.843,0.838056,1.02593,0.990671,1.00061,1.04383,1
778,117978,1988.36,149.123,0.916197,0.998058,0.986425,1.01906,0.696811,1
779,122190,2995.89,220.726,1.37937,1.02658,1.00667,1.00497,1.07154,1
780,125861,2012.87,157.125,0.903878,1.03421,0.990394,1.06877,0.72407,1
781,115203,1824.36,131.05,0.860817,0.99654,1.00473,0.974428,0.791922,1
782,112020,2232.74,165.085,1.06839,0.990627,1.00859,1.00531,1.18407,1
783,110128,2036.43,144.867,0.981348,0.977943,1.00701,0.96271,1.06375,1
784,118448,1459.95,108.717,0.678771,1.01037,1.00166,1.0142,0.877453,1
785,126223,2592.86,181.931,1.1663,1.02369,0.991375,0.95126,1.24345,1
786,124394,2359.96,168.387,1.07596,1.02762,1.00245,0.970229,1.10471,1
787,118502,2346.24,173.968,1.09149,1.01087,1.00272,1.00977,1.03988,1
788,126708,2435.49,171.498,1.09661,1.02883,0.995324,0.955838,1.00372,1
789,111419,1850.5,136.509,0.882793,0.982317,1.00071,1.00102,0.968466,1
790,106951,2541.68,193.838,1.23763,0.972814,1.00611,1.03765,1.05252,1
791,120127,2083.8,158.294,0.957202,1.01272,0.993505,1.03571,0.645466,1
792,107993,2060.13,150.907,0.993472,0.965601,0.996827,0.991361,1.16944,1
793,119292,2501.55,179.005,1.14973,0.998787,0.988192,0.968834,1.19134,1
794,109098,2718.78,203.973,1.3161,0.981665,1.00942,1.02061,0.591207,1
795,119196,2637.14,188.124,1.22798,1.01193,1.00658,0.968954,1.05446,1
796,116752,2088.05,153.859,0.973006,0.998432,0.995672,1.00084,0.789894,1
797,120351,2826.23,203.937,1.2992,1.00807,0.994178,0.97928,0.828073,1
798,116694,2234.08,173.404,1.05216,1.01704,1.01265,1.06312,0.966316,1
799,116267,1901.46,145.6,0.895795,1.01205,1.01031,1.04669,0.937939,1
800,121039,1566.41,117.598,0.717435,1.01467,0.993575,1.0227,1.07494,1
801,123895,2882.6,211.112,1.29759,1.01329,0.982206,0.99427,0.936334,1
802,116488,1110,85.2826,0.513034,0.993471,0.983739,1.04528,0.875614,1
803,125887,2360.8,175.654,1.06521,1.0328,0.996013,1.01503,1.05322,1
804,124634,2827.11,206.584,1.27581,1.02119,0.989432,0.993475,1.01185,1
805,117162,2563.49,197.015,1.18534,0.999134,0.987957,1.04688,0.822273,1
806,115128,2364.9,164.373,1.10826,0.984352,0.993479,0.938058,1.24783,1
807,110659,2475.67,181.054,1.19514,0.987741,1.01349,0.99375,0.901933,1
808,118023,3105.18,228.5,1.44116,1.00361,0.996553,1.00016,0.541461,1
809,116082,1079.83,77.8942,0.502442,0.988828,0.989322,0.976311,1.22331,1
810,119166,2603.01,184.305,1.19925,0.999058,0.990713,0.95814,1.13852,1
811,119497,2793.96,201.693,1.29389,1.00979,1.00051,0.98061,0.934491,1
812,113177,3399,253.437,1.60643,0.987689,0.997288,1.0131,1.14737,1
813,109823,1616.63,120.713,0.769288,0.968834,0.988609,1.01151,0.410224,1
814,112989,1524.52,111.151,0.718412,0.980019,0.991295,0.987044,0.875347,1
815,116624,1944.36,150.781,0.906529,1.00528,0.997386,1.05891,1.14119,1
816,108282,1775.91,132.165,0.857014,0.970749,0.999955,1.00939,0.896751,1
817,112968,2713.04,202.609,1.29834,0.99963,1.01438,1.01791,1.07142,1
818,106670,2233.13,166.307,1.08319,0.963274,0.998135,1.00927,1.06223,1
819,113294,2616.19,201.104,1.24636,1.00146,1.01054,1.05012,0.812451,1
820,106556,2147.19,160.092,1.06021,0.981015,1.0234,1.01521,0.897699,1
821,117986,2459.2,185.304,1.1401,1.00542,0.995469,1.02617,1.2151,1
822,111053,2065.75,151.455,0.9958,0.989658,1.01366,0.996604,0.934998,1
823,124105,1501.46,111.735,0.686307,1.03422,1.00609,1.01647,1.21504,1
824,107981,2146.66,158.819,1.0361,0.96773,0.998302,1.00251,1.23539,1
825,128939,2173.3,159.455,0.97262,1.0439,0.998626,1.00116,1.08669,1
826,120362,2471.04,184.873,1.1478,1.02473,1.01064,1.02204,0.827178,1
827,113699,2284.67,166.027,1.07359,0.982094,0.991011,0.9838,1.52176,1
828,110858,2511.74,184.297,1.21595,0.992777,1.01885,0.998417,1.12332,1
829,114128,3113.98,229.571,1.46361,0.987602,0.994104,1.00029,1.03178,1
830,122174,1849.06,140.645,0.837393,1.01258,0.983417,1.03592,1.36719,1
831,116918,2937.06,213.79,1.36672,0.996544,0.994183,0.987439,0.592543,1
832,111916,2404.39,171.492,1.13936,0.974685,0.992816,0.963618,0.848059,1
833,118175,2039.79,148.875,0.94504,1.0017,0.994516,0.990732,0.984618,1
834,109685,2420.08,181.261,1.16659,0.981676,1.00657,1.01838,0.727458,1
835,114980,1977.09,143.556,0.922907,0.984763,0.98832,0.982831,1.06308,1
836,117267,1786.98,135.784,0.845433,1.02346,1.02181,1.04052,1.10553,1
837,113204,2409.74,182.626,1.14895,0.99958,1.01075,1.03383,0.776843,1
838,119191,2520.58,183.827,1.15605,0.998307,0.985201,0.988573,1.03828,1
839,112504,1602.41,116.373,0.758226,0.980067,0.994437,0.98323,1.02979,1
840,107539,2050.2,154.51,0.995094,0.972517,1.00442,1.02401,1.06506,1
841,108610,2777.12,196.779,1.33761,0.96493,0.997641,0.956469,1.13176,1
842,110441,2094.01,154.193,0.996713,0.972058,0.992001,0.997071,0.94496,1
843,129927,2644,186.093,1.17677,1.03901,0.99407,0.956247,1.20975,1
844,109759,2157.94,160.331,1.04246,0.983412,1.00985,1.01002,1.14937,1
845,114269,2599.63,179.739,1.2274,0.985052,0.999493,0.933486,1.15039,1
846,122882,1508.44,108.245,0.683801,1.01077,0.986632,0.972685,0.729395,1
847,109654,3138.8,224.532,1.51362,0.975676,1.00555,0.968322,1.41044,1
848,116702,1931.31,142.897,0.912767,1.01406,1.01625,1.00929,0.891339,1
849,127556,1690.39,127.007,0.755829,1.03615,0.991263,1.02555,1.02169,1
850,122438,2184.26,154.83,1.00363,1.02082,1.0037,0.962818,0.967008,1
851,131577,2949.15,217.227,1.3036,1.04934,0.993315,1.00545,1.04917,1
852,109801,2686.11,191.961,1.30734,0.986457,1.01981,0.969826,1.1944,1
853,110972,1741.66,122.074,0.833931,0.975932,1.00201,0.946638,0.563908,1
854,113755,1487.75,109.684,0.702379,0.989404,0.998448,1.00078,1.21964,1
855,110761,2063.63,154.999,0.98052,0.975418,0.991839,1.01908,1.13335,1
856,124041,1820.45,130.529,0.82773,1.02259,0.996821,0.974185,1.24833,1
857,120953,2767.36,197.998,1.2769,1.01557,1.00248,0.971975,0.952917,1
858,124272,1536.86,110.593,0.700628,1.02775,1.00195,0.979054,0.856553,1
859,109889,1962.03,145.277,0.942161,0.977663,1.00176,1.00475,0.464182,1
860,122978,2757.16,192.936,1.26497,1.0215,1.0039,0.94967,1.33698,1
861,121413,2144.1,156.092,0.981179,1.01224,0.993309,0.988936,1.02151,1
862,124495,2854.11,207.753,1.2992,1.02936,1.00129,0.991528,1.08269,1
863,123858,2992.11,217.345,1.35432,1.018,0.989744,0.986847,1.23308,1
864,112901,2252.64,166.943,1.07123,0.99122,1.00448,1.00742,0.813819,1
865,121784,2328.59,165.154,1.07001,1.01605,1.00044,0.962591,0.990552,1
866,114481,1914.16,134.856,0.908504,0.994688,1.00876,0.95445,0.724195,1
867,120580,1947.77,132.13,0.89306,0.998882,0.989828,0.914713,1.22644,1
868,116377,1868.86,138.809,0.878876,1.00659,1.00726,1.01168,0.738268,1
869,127509,2352.25,164.768,1.05496,1.02952,0.993349,0.950272,1.53735,1
870,115183,2535.59,191.526,1.19107,0.998494,0.999703,1.02869,0.943254,1
871,106730,1743.88,125.939,0.854656,0.970297,1.01242,0.978361,1.02944,1
872,111334,2320.72,164.76,1.11898,0.987863,1.0146,0.96244,1.33591,1
873,109823,2608.5,193.087,1.26803,0.99008,1.01929,1.00778,1.24411,1
874,123499,3206.66,233.527,1.44705,1.01236,0.983657,0.98835,0.782073,1
875,116241,1916.8,146.579,0.895344,1.00231,0.997583,1.04261,0.825817,1
876,123118,1900.12,134.627,0.872604,1.02526,1.00638,0.963042,1.25089,1
877,116488,2615.65,193.127,1.20653,0.985845,0.979767,1.00002,1.09644,1
878,112476,2203.58,160.903,1.04509,0.983023,0.997784,0.989768,1.0286,1
879,127186,2833.8,204.904,1.27159,1.03207,0.993478,0.983773,1.2755,1
880,110148,1568.46,121.192,0.756165,0.989894,1.0104,1.05469,1.04982,1
881,121303,2347.22,177.48,1.07848,1.02124,0.999851,1.03219,1.27493,1
882,115257,2006.49,148.685,0.933144,0.985674,0.985052,1.00446,1.14953,1
883,119975,1280.02,96.142,0.586034,1.0063,0.987523,1.02161,1.15157,1
884,106146,1567.18,118.733,0.764932,0.967811,1.00461,1.0294,0.737075,1
885,114751,2122.58,155.394,1.00971,1.00442,1.01479,0.99664,0.847786,1
886,130251,2289.98,165.95,1.01653,1.04233,0.992645,0.987015,0.997849,1
887,125886,2868.66,215.876,1.30002,1.03941,1.00283,1.02918,1.2341,1
888,116200,2384.69,169.994,1.11778,0.996084,1.00026,0.965923,1.10914,1
889,111045,2335.6,175.398,1.11305,0.980742,0.997693,1.02016,0.988121,1
890,119559,2860.66,202.947,1.33178,1.01374,1.00802,0.963572,1.27072,1
891,113404,1822.54,136.322,0.863247,0.992161,1.00173,1.0173,0.765216,1
892,121611,1989.91,145.44,0.914692,1.01921,1.00096,0.994738,1.51555,1
893,116687,1942.62,145.296,0.902824,0.997113,0.991912,1.01659,1.25698,1
894,111789,2068.61,151.445,0.98528,0.98252,1.00024,0.992801,0.819225,1
895,112245,2182.82,160.493,1.041,0.988044,1.00476,0.998516,0.928563,1
896,114714,1525.46,110.502,0.718982,0.992672,1.00071,0.982447,0.906939,1
897,112617,1485.16,112.83,0.707069,0.993669,1.00536,1.03521,0.68007,1
898,122865,1648.03,123.144,0.746138,1.01483,0.985927,1.0166,0.823692,1
899,110133,2861.45,212.223,1.37288,0.978961,1.00199,1.00685,1.11385,1
900,119492,2473.33,173.806,1.14062,1.00158,0.993591,0.950903,0.812284,1
901,119664,1635.44,121.281,0.756461,1.0134,1.00041,1.00983,1.21326,1
902,112680,2352.85,172.488,1.10969,0.979285,0.991023,0.992927,1.0422,1
903,125082,2031.73,145.873,0.921352,1.02752,0.998227,0.97626,0.930827,1
904,122509,1934.31,141.528,0.873731,1.00675,0.980207,0.992245,0.850163,1
905,113508,2262.74,168.604,1.09051,1.01132,1.02782,1.01814,0.92663,1
906,116461,1755.31,130.222,0.814028,0.991962,0.987383,1.00658,1.30406,1
907,118494,3199.74,242.554,1.49752,1.02066,1.01232,1.03661,0.951755,1
908,109242,2358.3,172.699,1.1354,0.973776,1.00154,0.992425,1.16352,1
909,103949,2274.52,167.719,1.12183,0.957003,1.00592,0.998751,1.03911,1
910,119099,2495.41,185.954,1.15552,1.01104,0.999255,1.01488,0.866923,1
911,111789,2089.43,156.974,0.999922,0.991113,1.00796,1.02282,1.06004,1
912,129239,1852.33,135.353,0.827204,1.04304,0.996801,0.99643,1.20253,1
913,117489,1859.8,140.784,0.869097,1.01096,1.00458,1.0329,0.845931,1
914,122216,2207.05,158.646,1.00896,1.01539,0.995555,0.976005,1.12538,1
915,111253,2006.96,145.489,0.975483,0.998614,1.02663,0.986792,1.03205,1
916,113672,2446.11,178.649,1.16457,0.996516,1.00997,0.992749,0.780065,1
917,131081,2652.97,191.646,1.18074,1.05094,1.00041,0.985437,0.864553,1
918,113915,1466.67,113.971,0.693435,0.999667,1.00315,1.06135,1.20341,1
919,125339,2343.86,171.266,1.04741,1.01542,0.978738,0.991556,0.709714,1
920,123008,2056.74,149.233,0.947576,1.03134,1.01134,0.989341,0.70355,1
921,116419,1880.19,139.606,0.887329,1.01075,1.01268,1.01239,1.32956,1
922,123069,2465.34,173.416,1.12366,1.01551,0.994881,0.953407,0.601191,1
923,112793,1240.12,93.8851,0.592447,0.998274,1.01128,1.03244,1.08423,1
924,116847,1927.38,140.422,0.893312,0.991816,0.988062,0.987103,1.19253,1
925,113841,2002.51,152.783,0.941883,0.990887,0.994608,1.03849,0.906068,1
926,109977,1554.9,119.97,0.746036,0.983226,1.00236,1.05134,1.25663,1
927,112995,879.558,65.0384,0.418457,0.992106,1.00555,1.00506,0.861933,1
928,118348,1690.47,120.617,0.781049,0.996975,0.990767,0.965831,0.994791,1
929,126613,2531.63,183.957,1.13986,1.03239,0.995759,0.98928,1.04418,1
930,98515.5,2383.57,182.185,1.2106,0.94622,1.01621,1.0387,1.33191,1
931,114237,2533.41,187.456,1.18889,0.987268,0.992539,1.00396,1.01631,1
932,112917,1389.09,100.938,0.662919,0.99244,1.0091,0.986687,1.03856,1
933,115712,2737.7,212.773,1.26938,0.992682,0.984631,1.05867,1.21145,1
934,115037,2426.24,175.938,1.14002,0.99202,0.998036,0.983307,0.711402,1
935,105435,2297.18,157.781,1.12775,0.955237,1.00587,0.924754,0.637786,1
936,134841,1982.7,147.383,0.854025,1.04387,0.971121,1.01213,1.14971,1
937,114422,2399.77,182.522,1.13218,0.998245,1.00212,1.03668,0.795917,1
938,114417,2566.83,190.684,1.21866,1.00171,1.01057,1.01186,1.20517,1
939,112703,1910.65,143.409,0.904685,0.986821,0.997508,1.0201,0.845312,1
940,118711,2189.96,166.172,1.00262,0.998284,0.981341,1.03151,0.937806,1
941,127708,2763.84,204.973,1.24454,1.04348,1.002,1.01332,0.642472,1
942,119886,2265.07,170.197,1.03503,1.00363,0.984348,1.0215,1.10922,1
943,108511,2340.53,178.819,1.13535,0.981653,1.00964,1.04096,1.03543,1
944,110440,1796,133.972,0.862631,0.983287,1.00543,1.01383,0.599481,1
945,116517,2495.19,178.018,1.1737,1.00245,1.00711,0.968177,1.05443,1
946,121595,2259.49,171.266,1.04057,1.02639,1.00485,1.03607,0.987599,1
947,118241,1814.74,130.655,0.85286,1.01602,1.01535,0.979943,1.14158,1
948,109539,1788.53,136.833,0.854842,0.974532,0.994073,1.03984,1.05518,1
949,109602,1872.12,135.42,0.909991,0.985066,1.01712,0.982061,0.999723,1
950,114600,2366.36,179.296,1.10972,0.992611,0.994211,1.03086,1.10084,1
951,116714,2670.5,198.898,1.24295,0.998361,0.994104,1.01244,0.859109,1
952,124921,2858.39,214.94,1.28617,1.02409,0.987509,1.0249,1.04982,1
953,117268,2638.59,190.72,1.22841,0.998763,0.996496,0.980394,0.997961,1
954,113317,2114.19,158.177,1.00202,0.992201,1.00218,1.01767,0.72871,1
955,112214,2403.38,176.444,1.15472,0.995544,1.01541,0.998882,1.2699,1
956,123467,1974.96,151.659,0.901213,1.03209,1.00138,1.05099,0.901771,1
957,120775,2069.54,154.323,0.964655,1.03134,1.01789,1.01986,1.19617,1
958,110656,2905.42,206.889,1.40705,0.987541,1.01728,0.965932,1.44027,1
959,125103,3139.62,232.004,1.43149,1.03789,1.00727,1.00946,0.911586,1
960,122616,1685.05,124.033,0.767761,1.01792,0.993436,1.00137,0.848465,1
961,118669,1969.65,145.147,0.908813,1.0023,0.991451,1.00082,1.29668,1
962,113520,1785.97,128.742,0.847143,0.989568,1.0033,0.977269,1.04407,1
963,114936,2427.52,179.459,1.14859,1.00139,1.00825,1.0062,0.783175,1
964,113990,2399.58,176.913,1.13436,0.99268,1.00168,1.00161,0.810343,1
965,117333,2209.51,162.226,1.03315,1.00614,1.00367,0.998671,1.08446,1
966,115727,2331.29,170.829,1.09505,0.998419,1.00161,0.995538,0.878545,1
967,116750,2033.77,151.314,0.956217,1.00949,1.00902,1.01407,1.05245,1
968,107943,1947.57,136.958,0.95414,0.976292,1.01816,0.951826,1.02966,1
969,129558,2410.81,173.813,1.07077,1.03726,0.989981,0.980755,0.920235,1
970,122292,1390.58,102.442,0.640797,1.02825,1.0084,1.00504,1.20599,1
971,125100,2126.59,157.305,0.957446,1.02369,0.988711,1.00679,0.931916,1
972,124987,1519.06,108.416,0.693937,1.0343,1.00836,0.971754,1.26868,1
973,124130,1477.62,107.927,0.671542,1.02528,0.997159,0.994175,1.14131,1
974,109429,1244.53,93.0698,0.598303,0.976546,1.0011,1.01537,1.11853,1
975,117500,1963.19,147.566,0.919203,1.01218,1.00728,1.02547,1.33125,1
976,114488,2319.99,167.849,1.09984,0.997032,1.00794,0.98247,0.903135,1
977,118212,2501.49,186.87,1.15653,1.00294,0.992408,1.01598,0.904408,1
978,108025,2326.05,179.736,1.11445,0.966501,0.989358,1.04986,1.22287,1
979,113020,2596.9,186.882,1.22539,0.979958,0.993026,0.973515,0.983588,1
980,116107,2392.92,171.598,1.12817,1.00246,1.00841,0.973692,0.871916,1
981,108257,2058.11,147.928,1.00091,0.973959,1.00994,0.973458,0.788892,1
982,114630,1541.28,110.591,0.728976,0.994491,1.00503,0.973045,0.983732,1
983,122179,2311.78,172.812,1.04831,1.01158,0.984801,1.01666,1.04914,1
984,125688,1770.38,127.575,0.811454,1.04474,1.01724,0.983998,0.782263,1
985,123360,1841.67,131.077,0.838398,1.01789,0.994936,0.965741,1.22097,1
986,122404,1591.85,116.403,0.731911,1.02555,1.00545,0.996389,1.04509,1
987,117323,2251.85,164.52,1.04172,0.993766,0.98792,0.990305,1.5812,1
988,115080,2425.59,177.615,1.14432,0.998026,1.00444,0.995087,0.938758,1
989,121999,2584,201.506,1.18476,1.0287,1.00138,1.06846,1.35768,1
990,108523,1835.23,132.753,0.891996,0.976309,1.0108,0.980504,0.780346,1
991,107458,1374.03,101.995,0.671367,0.97672,1.01313,1.00864,0.966945,1
992,110600,2330.6,171.214,1.11398,0.977369,0.998841,0.995885,1.04588,1
993,117655,1085.2,80.234,0.503621,1.00132,0.994577,1.00458,1.06138,1
994,113363,2727.1,200.657,1.31358,1.00779,1.02575,1.00378,0.718656,1
995,114560,2356.21,175.548,1.1095,0.994344,0.999414,1.01298,1.13859,1
996,115368,2551.23,182.158,1.21717,1.00909,1.02174,0.971287,0.760288,1
997,119881,2412.4,175.387,1.11542,1.01192,1.00041,0.988305,1.02247,1
998,109484,1943.83,145.339,0.935126,0.977694,1.00242,1.01551,0.785256,1
999,108435,1086.98,82.0803,0.535169,0.995187,1.03073,1.03152,0.882086,1
